YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-02,WEEKDAY,7,TRAIN,CC11,8386,32823
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PW3,329,228
2023-02,WEEKDAY,12,TRAIN,PW3,454,428
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW20,3289,3177
2023-02,WEEKDAY,15,TRAIN,EW20,8876,7074
2023-02,WEEKDAY,13,TRAIN,EW27,21323,24890
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW27,13342,12821
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW15,4835,5289
2023-02,WEEKDAY,13,TRAIN,EW15,13725,16275
2023-02,WEEKDAY,12,TRAIN,DT30,4235,2379
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT30,2563,1370
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NS9/TE2,11233,9290
2023-02,WEEKDAY,8,TRAIN,NS9/TE2,60290,43506
2023-02,WEEKDAY,5,TRAIN,NE7/DT12,641,280
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE7/DT12,162,30
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE15,1261,1852
2023-02,WEEKDAY,11,TRAIN,TE15,1891,3185
2023-02,WEEKDAY,18,TRAIN,BP8,2955,3275
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,BP8,557,545
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,NE4/DT19,73,247
2023-02,WEEKDAY,0,TRAIN,NE4/DT19,145,535
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT18,1255,793
2023-02,WEEKDAY,16,TRAIN,DT18,8160,3179
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,BP9,970,694
2023-02,WEEKDAY,8,TRAIN,BP9,3149,1856
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC8,2456,2308
2023-02,WEEKDAY,13,TRAIN,CC8,8051,4409
2023-02,WEEKDAY,12,TRAIN,BP6/DT1,21178,18176
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP6/DT1,12232,9827
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC10/DT26,2966,2294
2023-02,WEEKDAY,7,TRAIN,CC10/DT26,20134,15657
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS24/NE6/CC1,2531,8427
2023-02,WEEKDAY,9,TRAIN,NS24/NE6/CC1,5914,21308
2023-02,WEEKDAY,13,TRAIN,EW1,16133,13827
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW1,8856,6954
2023-02,WEEKDAY,13,TRAIN,EW16/NE3/TE17,18138,24175
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW16/NE3/TE17,6196,5344
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP3,1504,994
2023-02,WEEKDAY,12,TRAIN,BP3,2762,1842
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE4/DT19,1623,3571
2023-02,WEEKDAY,6,TRAIN,NE4/DT19,7661,11826
2023-02,WEEKDAY,9,TRAIN,NE15,18002,3911
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE15,6911,1885
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SW1,712,968
2023-02,WEEKDAY,12,TRAIN,SW1,2186,2769
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,PW3,71,252
2023-02,WEEKDAY,21,TRAIN,PW3,253,725
2023-02,WEEKDAY,18,TRAIN,NE13,20059,32644
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NE13,6833,7168
2023-02,WEEKDAY,9,TRAIN,PE7,3536,1708
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,PE7,1583,567
2023-02,WEEKDAY,15,TRAIN,CC28,1987,2668
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC28,1072,1068
2023-02,WEEKDAY,8,TRAIN,CC28,6478,4178
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CC28,1125,687
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,EW23,13396,15228
2023-02,WEEKDAY,18,TRAIN,EW23,70005,72657
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,PE6,2856,2256
2023-02,WEEKDAY,12,TRAIN,PE6,5361,3879
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,PE4,198,39
2023-02,WEEKDAY,6,TRAIN,PE4,2318,435
2023-02,WEEKDAY,17,TRAIN,CC3,7921,3826
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,CC3,3475,2719
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC5,321,464
2023-02,WEEKDAY,7,TRAIN,CC5,1715,3707
2023-02,WEEKDAY,17,TRAIN,SW8,3406,2319
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,SW8,637,616
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW19,4950,3377
2023-02,WEEKDAY,11,TRAIN,EW19,9148,5511
2023-02,WEEKDAY,23,TRAIN,CC7,620,1743
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,CC7,360,774
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,BP4,466,555
2023-02,WEEKDAY,18,TRAIN,BP4,3708,4163
2023-02,WEEKDAY,20,TRAIN,DT13,7136,3500
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,DT13,2935,1419
2023-02,WEEKDAY,9,TRAIN,NE4/DT19,14555,44527
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE4/DT19,6238,14433
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,CC21,2055,2162
2023-02,WEEKDAY,11,TRAIN,CC21,3807,5072
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,SE4,172,786
2023-02,WEEKDAY,22,TRAIN,SE4,366,1986
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,EW10,2208,3581
2023-02,WEEKDAY,21,TRAIN,EW10,3848,9572
2023-02,WEEKDAY,17,TRAIN,SW1,4180,2292
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,SW1,652,758
2023-02,WEEKDAY,6,TRAIN,CC12,4505,8257
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,CC12,365,190
2023-02,WEEKDAY,15,TRAIN,CG1/DT35,8040,4731
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CG1/DT35,5014,5321
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,CC10/DT26,4224,3740
2023-02,WEEKDAY,9,TRAIN,CC10/DT26,11138,16608
2023-02,WEEKDAY,6,TRAIN,EW9,21989,8404
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW9,5386,1289
2023-02,WEEKDAY,7,TRAIN,NS14,72049,29057
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS14,8750,3414
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW18,5197,3797
2023-02,WEEKDAY,10,TRAIN,EW18,8891,7438
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC12,1253,1187
2023-02,WEEKDAY,15,TRAIN,CC12,8272,3589
2023-02,WEEKDAY,13,TRAIN,SW1,2051,2596
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,SW1,805,651
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW8/CC9,17491,17703
2023-02,WEEKDAY,15,TRAIN,EW8/CC9,32183,26500
2023-02,WEEKDAY,12,TRAIN,EW10,5740,4604
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,EW10,3508,3942
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC6,3433,4279
2023-02,WEEKDAY,15,TRAIN,CC6,4392,6737
2023-02,WEEKDAY,15,TRAIN,CC8,10789,5509
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC8,2074,2088
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,SW5,846,1546
2023-02,WEEKDAY,22,TRAIN,SW5,1838,3840
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,DT29,618,2270
2023-02,WEEKDAY,21,TRAIN,DT29,1463,6076
2023-02,WEEKDAY,9,TRAIN,DT22,5037,5732
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,DT22,1466,2585
2023-02,WEEKDAY,10,TRAIN,DT10/TE11,3597,1838
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT10/TE11,2040,1082
2023-02,WEEKDAY,22,TRAIN,NE1/CC29,26009,5496
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,NE1/CC29,13823,2499
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS23,11109,10461
2023-02,WEEKDAY,15,TRAIN,NS23,17651,16613
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE14/NS22,1618,9172
2023-02,WEEKDAY,7,TRAIN,TE14/NS22,6888,38731
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,TE16,9,63
2023-02,WEEKDAY,0,TRAIN,TE16,23,91
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,EW33,828,552
2023-02,WEEKDAY,14,TRAIN,EW33,1594,1234
2023-02,WEEKDAY,23,TRAIN,NS7,2498,6438
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,NS7,2815,2641
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE1,609,416
2023-02,WEEKDAY,13,TRAIN,TE1,3773,2591
2023-02,WEEKDAY,8,TRAIN,SW2,4622,1808
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,SW2,1269,889
2023-02,WEEKDAY,19,TRAIN,SW7,1133,3672
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,SW7,442,823
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,CC8,2488,2531
2023-02,WEEKDAY,18,TRAIN,CC8,14304,11327
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,EW27,7480,13292
2023-02,WEEKDAY,21,TRAIN,EW27,18929,31360
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,PE3,799,1807
2023-02,WEEKDAY,20,TRAIN,PE3,1914,5540
2023-02,WEEKDAY,11,TRAIN,NS21/DT11,25916,24554
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NS21/DT11,15322,15138
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NS8,5041,5800
2023-02,WEEKDAY,18,TRAIN,NS8,20968,33769
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,PW7,472,922
2023-02,WEEKDAY,20,TRAIN,PW7,1432,2382
2023-02,WEEKDAY,19,TRAIN,CC27,10643,1138
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,CC27,550,302
2023-02,WEEKDAY,13,TRAIN,EW32,1343,1014
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW32,880,421
2023-02,WEEKDAY,19,TRAIN,PE5,2326,8374
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,PE5,756,1776
2023-02,WEEKDAY,7,TRAIN,CC7,7922,14136
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC7,1207,1112
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,SW5,545,22
2023-02,WEEKDAY,5,TRAIN,SW5,2655,197
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,PE2,1758,1633
2023-02,WEEKDAY,13,TRAIN,PE2,7118,4468
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,NS24/NE6/CC1,11807,12380
2023-02,WEEKDAY,14,TRAIN,NS24/NE6/CC1,17704,18214
2023-02,WEEKDAY,6,TRAIN,DT5,9031,3502
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT5,1271,843
2023-02,WEEKDAY,21,TRAIN,CC21,4941,3537
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,CC21,1731,1333
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,SW8,467,698
2023-02,WEEKDAY,19,TRAIN,SW8,1131,2439
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,DT22,2833,1776
2023-02,WEEKDAY,22,TRAIN,DT22,4586,4061
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,DT22,3994,1988
2023-02,WEEKDAY,21,TRAIN,DT22,5415,4641
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NE1/CC29,1610,4767
2023-02,WEEKDAY,6,TRAIN,NE1/CC29,4879,17527
2023-02,WEEKDAY,8,TRAIN,NE17/PTC,55482,15748
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NE17/PTC,9781,5796
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE7/DT12,10383,10743
2023-02,WEEKDAY,15,TRAIN,NE7/DT12,15722,14633
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,PW1,153,614
2023-02,WEEKDAY,9,TRAIN,PW1,312,838
2023-02,WEEKDAY,9,TRAIN,SW6,3043,977
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,SW6,1392,448
2023-02,WEEKDAY,21,TRAIN,BP8,1036,1124
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,BP8,293,413
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PE1,1418,586
2023-02,WEEKDAY,10,TRAIN,PE1,2336,923
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC3,1815,2974
2023-02,WEEKDAY,12,TRAIN,CC3,2194,4160
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,EW21/CC22,3174,1996
2023-02,WEEKDAY,22,TRAIN,EW21/CC22,13707,5230
2023-02,WEEKDAY,17,TRAIN,EW20,16902,11973
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW20,4112,3361
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,TE22,8,5
2023-02,WEEKDAY,0,TRAIN,TE22,6,3
2023-02,WEEKDAY,13,TRAIN,BP10,2341,2476
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,BP10,960,1075
2023-02,WEEKDAY,18,TRAIN,BP7,1146,2620
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,BP7,190,400
2023-02,WEEKDAY,12,TRAIN,DT7,1822,1951
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT7,1338,991
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,SE5,189,815
2023-02,WEEKDAY,21,TRAIN,SE5,704,1949
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT5,2001,2596
2023-02,WEEKDAY,7,TRAIN,DT5,18316,9879
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,CC7,1578,1973
2023-02,WEEKDAY,14,TRAIN,CC7,4586,4379
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,TE22,1022,1706
2023-02,WEEKDAY,19,TRAIN,TE22,989,2915
2023-02,WEEKDAY,13,TRAIN,TE18,5155,4041
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,TE18,2804,2347
2023-02,WEEKDAY,6,TRAIN,NS7,24464,11486
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS7,6341,4490
2023-02,WEEKDAY,5,TRAIN,CC4/DT15,85,175
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC4/DT15,34,1
2023-02,WEEKDAY,14,TRAIN,SE5,3109,2467
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,SE5,733,773
2023-02,WEEKDAY,14,TRAIN,CC25,3044,3465
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,CC25,1563,1372
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,DT6,431,864
2023-02,WEEKDAY,22,TRAIN,DT6,2403,2045
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,SW2,1461,1380
2023-02,WEEKDAY,18,TRAIN,SW2,3774,5591
2023-02,WEEKDAY,18,TRAIN,DT18,35578,6422
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,DT18,1301,1477
2023-02,WEEKDAY,5,TRAIN,PW1,8,37
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,PW1,4,9
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT7,195,232
2023-02,WEEKDAY,6,TRAIN,DT7,1642,2422
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT2,901,211
2023-02,WEEKDAY,10,TRAIN,DT2,1318,383
2023-02,WEEKDAY,16,TRAIN,DT29,2913,5096
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT29,1620,1661
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,EW5,4891,8554
2023-02,WEEKDAY,21,TRAIN,EW5,12671,22965
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,PW5,1308,423
2023-02,WEEKDAY,9,TRAIN,PW5,2075,1002
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,PW3,363,193
2023-02,WEEKDAY,9,TRAIN,PW3,812,597
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,PE3,364,1234
2023-02,WEEKDAY,22,TRAIN,PE3,703,2836
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC7,1596,1922
2023-02,WEEKDAY,15,TRAIN,CC7,5482,4765
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,SW4,560,664
2023-02,WEEKDAY,14,TRAIN,SW4,900,2104
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,SW4,177,578
2023-02,WEEKDAY,21,TRAIN,SW4,399,1635
2023-02,WEEKDAY,12,TRAIN,SE3,1948,1392
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,SE3,1207,767
2023-02,WEEKDAY,23,TRAIN,CC14,403,1329
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,CC14,226,574
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,PE3,1834,1753
2023-02,WEEKDAY,16,TRAIN,PE3,4366,6411
2023-02,WEEKDAY,19,TRAIN,PW4,2716,6606
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,PW4,1852,2020
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,PE4,96,6
2023-02,WEEKDAY,5,TRAIN,PE4,519,91
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,DT22,98,115
2023-02,WEEKDAY,0,TRAIN,DT22,161,211
2023-02,WEEKDAY,13,TRAIN,CE1/DT16,11323,19956
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CE1/DT16,9204,13376
2023-02,WEEKDAY,23,TRAIN,PE5,165,1800
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,PE5,66,672
2023-02,WEEKDAY,9,TRAIN,NE1/CC29,8718,40389
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NE1/CC29,3710,13282
2023-02,WEEKDAY,22,TRAIN,EW28,5630,14356
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,EW28,1890,6426
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,EW29,882,1354
2023-02,WEEKDAY,22,TRAIN,EW29,2561,2431
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE10,5398,3759
2023-02,WEEKDAY,12,TRAIN,NE10,10636,6935
2023-02,WEEKDAY,21,TRAIN,TE4,1364,1739
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,TE4,585,733
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,CC5,1356,799
2023-02,WEEKDAY,20,TRAIN,CC5,2977,2100
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,DT23,529,493
2023-02,WEEKDAY,21,TRAIN,DT23,1675,1427
2023-02,WEEKDAY,6,TRAIN,DT33,22240,5806
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,DT33,2651,670
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE5,902,1195
2023-02,WEEKDAY,17,TRAIN,TE5,2376,3898
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,NE8,9415,10668
2023-02,WEEKDAY,14,TRAIN,NE8,14513,15894
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,DT24,482,1619
2023-02,WEEKDAY,22,TRAIN,DT24,1184,3908
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS17/CC15,11796,13041
2023-02,WEEKDAY,16,TRAIN,NS17/CC15,34593,34796
2023-02,WEEKDAY,9,TRAIN,TE19,602,11107
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,TE19,179,333
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,CC7,2140,1548
2023-02,WEEKDAY,12,TRAIN,CC7,5042,3787
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT34,1565,979
2023-02,WEEKDAY,17,TRAIN,DT34,6915,2875
2023-02,WEEKDAY,14,TRAIN,NS10,21440,21200
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,NS10,10273,9394
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,EW7,50,286
2023-02,WEEKDAY,0,TRAIN,EW7,96,594
2023-02,WEEKDAY,17,TRAIN,DT24,5783,6330
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,DT24,1216,1504
2023-02,WEEKDAY,7,TRAIN,DT29,17565,4978
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT29,1995,714
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT27,1382,1948
2023-02,WEEKDAY,8,TRAIN,DT27,7092,19727
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,PW5,1250,393
2023-02,WEEKDAY,10,TRAIN,PW5,1642,936
2023-02,WEEKDAY,0,TRAIN,EW9,159,532
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,EW9,63,242
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT20,2168,1524
2023-02,WEEKDAY,12,TRAIN,DT20,2496,2110
2023-02,WEEKDAY,17,TRAIN,SE2,3742,6907
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,SE2,1698,1743
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW33,766,412
2023-02,WEEKDAY,9,TRAIN,EW33,1202,2485
2023-02,WEEKDAY,19,TRAIN,PE2,2475,7976
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,PE2,991,1945
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,SW2,1297,1547
2023-02,WEEKDAY,14,TRAIN,SW2,2064,3289
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,NS16,9456,13834
2023-02,WEEKDAY,19,TRAIN,NS16,29599,58985
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW30,494,147
2023-02,WEEKDAY,10,TRAIN,EW30,662,837
2023-02,WEEKDAY,15,TRAIN,NE16/STC,29604,39056
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE16/STC,12984,13915
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,TE14/NS22,123,105
2023-02,WEEKDAY,0,TRAIN,TE14/NS22,228,202
2023-02,WEEKDAY,10,TRAIN,CC12,2526,1547
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,CC12,1664,1126
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,SE2,2537,893
2023-02,WEEKDAY,9,TRAIN,SE2,5386,1767
2023-02,WEEKDAY,9,TRAIN,EW28,18424,13569
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW28,8190,2920
2023-02,WEEKDAY,0,TRAIN,CC25,21,150
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,CC25,9,62
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,DT5,31,291
2023-02,WEEKDAY,0,TRAIN,DT5,66,634
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,PE7,67,571
2023-02,WEEKDAY,23,TRAIN,PE7,124,1110
2023-02,WEEKDAY,20,TRAIN,NS20,25093,7595
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,NS20,7183,2799
2023-02,WEEKDAY,15,TRAIN,CC3,4588,3408
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC3,3020,2655
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,CC16,818,1229
2023-02,WEEKDAY,21,TRAIN,CC16,2703,3206
2023-02,WEEKDAY,13,TRAIN,NS7,7534,6699
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS7,4602,4759
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,CC12,303,721
2023-02,WEEKDAY,22,TRAIN,CC12,727,2158
2023-02,WEEKDAY,9,TRAIN,CC3,820,8223
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,CC3,262,3579
2023-02,WEEKDAY,5,TRAIN,EW2/DT32,10467,1851
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW2/DT32,1881,302
2023-02,WEEKDAY,16,TRAIN,NS9/TE2,32751,51962
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,14972,16991
2023-02,WEEKDAY,7,TRAIN,NS7,26345,27400
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS7,7464,7315
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,NS24/NE6/CC1,11008,3123
2023-02,WEEKDAY,21,TRAIN,NS24/NE6/CC1,30706,6748
2023-02,WEEKDAY,6,TRAIN,NS5,50790,14016
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS5,6044,1546
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,DT30,13,189
2023-02,WEEKDAY,0,TRAIN,DT30,15,455
2023-02,WEEKDAY,15,TRAIN,EW28,11461,12534
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW28,5867,5424
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,SE3,1019,305
2023-02,WEEKDAY,8,TRAIN,SE3,5433,995
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,BP11,893,765
2023-02,WEEKDAY,15,TRAIN,BP11,1597,2569
2023-02,WEEKDAY,15,TRAIN,EW33,2413,961
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW33,1025,659
2023-02,WEEKDAY,23,TRAIN,DT5,1253,3398
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,DT5,471,1436
2023-02,WEEKDAY,18,TRAIN,DT17,43946,4018
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,DT17,1255,1191
2023-02,WEEKDAY,15,TRAIN,SW7,1506,2231
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,SW7,696,733
2023-02,WEEKDAY,5,TRAIN,EW4,3173,362
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW4,607,34
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,CC16,1318,1414
2023-02,WEEKDAY,19,TRAIN,CC16,7682,6819
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW4,2989,2909
2023-02,WEEKDAY,7,TRAIN,EW4,22280,33588
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS8,4656,4317
2023-02,WEEKDAY,15,TRAIN,NS8,11987,11571
2023-02,WEEKDAY,12,TRAIN,BP7,693,696
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP7,213,267
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,NS17/CC15,174,580
2023-02,WEEKDAY,0,TRAIN,NS17/CC15,361,1074
2023-02,WEEKDAY,8,TRAIN,EW31,1876,12200
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW31,817,1201
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW12/DT14,421,104
2023-02,WEEKDAY,5,TRAIN,EW12/DT14,2455,702
2023-02,WEEKDAY,9,TRAIN,PE4,1297,447
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,PE4,491,225
2023-02,WEEKDAY,22,TRAIN,PE1,412,2499
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,PE1,183,924
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,PE2,66,799
2023-02,WEEKDAY,23,TRAIN,PE2,200,1878
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,NS18,3289,4340
